dna_extraction_id,bio_sample_id,DNA_plate_number,plate_position,DNA_ext_date,DNA_conc_plate,DNA_conc_plate_dilutedx10,DNA_conc_individual,speedvac_DNA_conc_individual,days_between_DNA_x
DX__R-100622-s-24B__4B__2022-11-29,R-100622-s-24B,,4B,2022-11-29,,,,0.063,172.0
DX__R-140622-s-1C__11G__2022-10-26,R-140622-s-1C,,11G,2022-10-26,,,0.156,0.306,134.0
DX__R-140622-s-2C__1G__2022-10-27,R-140622-s-2C,,1G,2022-10-27,,,,0.0,135.0
DX__R-140622-s-3C__1C__2022-10-26,R-140622-s-3C,,1C,2022-10-26,,,1.71,,134.0
DX__R-140622-s-4C__1A__2022-10-27,R-140622-s-4C,,1A,2022-10-27,,,,0.052,135.0
DX__R-140622-s-5C__1C__2022-10-27,R-140622-s-5C,,1C,2022-10-27,,,0.057,0.194,135.0
DX__R-140622-s-6C__4G__2022-10-31,R-140622-s-6C,,4G,2022-10-31,,,0.361,,139.0
DX__R-100622-s-19B__4C__2022-11-28,R-100622-s-19B,,4C,2022-11-28,,,0.088,0.418,171.0
DX__R-100622-s-5B__2F__2022-10-27,R-100622-s-5B,,2F,2022-10-27,,,,0.0,139.0
DX__R-100622-s-4B__1A__2022-10-27,R-100622-s-4B,,1A,2022-10-27,,,0.083,0.194,139.0
DX__R-100622-s-3B__2C__2022-10-26,R-100622-s-3B,,2C,2022-10-26,,,0.124,0.266,138.0
DX__R-070622-s-2A__1F__2022-10-27,R-070622-s-2A,,1F,2022-10-27,,,,0.0,142.0
DX__R-070622-s-3A__1B__2022-10-26,R-070622-s-3A,,1B,2022-10-26,,,0.476,,141.0
DX__R-070622-s-4A__1D__2022-10-27,R-070622-s-4A,,1D,2022-10-27,,,0.244,,142.0
DX__R-070622-s-5A__1F__2022-10-27,R-070622-s-5A,,1F,2022-10-27,,,0.121,0.402,142.0
DX__R-070622-s-6A__1H__2022-10-31,R-070622-s-6A,,1H,2022-10-31,,,0.139,0.354,146.0
DX__R-070622-s-7A__2B__2022-10-27,R-070622-s-7A,,2B,2022-10-27,,,0.518,,142.0
DX__R-070622-s-8A__2D__2022-10-31,R-070622-s-8A,,2D,2022-10-31,,,0.243,,146.0
DX__R-070622-s-9A__1E__2022-11-21,R-070622-s-9A,,1E,2022-11-21,,,0.408,,167.0
DX__R-070622-s-10A__1C__2022-10-27,R-070622-s-10A,,1C,2022-10-27,,,0.377,,142.0
DX__R-070622-s-11A__1E__2022-11-21,R-070622-s-11A,,1E,2022-11-21,,,0.262,,167.0
DX__R-070622-s-12A__9H__2022-10-27,R-070622-s-12A,,9H,2022-10-27,,,0.898,,142.0
DX__R-210622-s-17E__4B__2022-11-28,R-210622-s-17E,,4B,2022-11-28,,,,0.0,160.0
DX__R-070622-s-14A__2A__2022-11-25,R-070622-s-14A,,2A,2022-11-25,,,1.09,,171.0
DX__R-070622-s-15A__12F__2022-11-25,R-070622-s-15A,,12F,2022-11-25,,,0.413,,171.0
DX__R-070622-s-16A__2B__2022-11-25,R-070622-s-16A,,2B,2022-11-25,,,0.178,0.76,171.0
DX__R-070622-s-17A__2F__2022-11-28,R-070622-s-17A,,2F,2022-11-28,,,0.399,,174.0
DX__R-070622-s-18A__3D__2022-11-28,R-070622-s-18A,,3D,2022-11-28,,,0.612,,174.0
DX__R-070622-s-19A__4B__2022-11-28,R-070622-s-19A,,4B,2022-11-28,,,0.181,1.08,174.0
DX__R-070622-s-20A__4H__2022-11-29,R-070622-s-20A,,4H,2022-11-29,,,0.127,0.722,175.0
DX__R-070622-s-21A__2G__2022-11-28,R-070622-s-21A,,2G,2022-11-28,,,0.563,,174.0
DX__R-070622-s-22A__6F__2022-11-29,R-070622-s-22A,,6F,2022-11-29,,,0.167,1.03,175.0
DX__R-070622-s-23A__7E__2022-11-29,R-070622-s-23A,,7E,2022-11-29,,,0.144,0.415,175.0
DX__R-070622-s-24A__8D__2022-11-29,R-070622-s-24A,,8D,2022-11-29,,,0.261,,175.0
DX__R-100622-s-1B__1D__2022-10-26,R-100622-s-1B,,1D,2022-10-26,,,,0.0,138.0
DX__R-100622-s-2B__1A__2022-10-27,R-100622-s-2B,,1A,2022-10-27,,,0.533,,139.0
DX__R-140622-s-7C__5G__2022-10-27,R-140622-s-7C,,5G,2022-10-27,,,0.226,,135.0
DX__R-140622-s-8C__6E__2022-10-31,R-140622-s-8C,,6E,2022-10-31,,,0.654,,139.0
DX__R-070622-s-13A__10H__2022-11-25,R-070622-s-13A,,10H,2022-11-25,,,0.556,,171.0
DX__R-140622-s-10C__9C__2022-10-27,R-140622-s-10C,,9C,2022-10-27,,,,0.532,135.0
DX__R-170622-s-15D__1E__2022-11-25,R-170622-s-15D,,1E,2022-11-25,,,,0.175,161.0
DX__R-170622-s-16D__3H__2022-11-25,R-170622-s-16D,,3H,2022-11-25,,,,0.091,161.0
DX__R-170622-s-17D__2H__2022-11-28,R-170622-s-17D,,2H,2022-11-28,,,,0.598,164.0
DX__R-170622-s-18D__2C__2022-11-28,R-170622-s-18D,,2C,2022-11-28,,,,0.312,164.0
DX__R-170622-s-19D__4D__2022-11-28,R-170622-s-19D,,4D,2022-11-28,,,,0.0,164.0
DX__R-170622-s-20D__3E__2022-11-29,R-170622-s-20D,,3E,2022-11-29,,,,0.147,165.0
DX__R-170622-s-21D__6A__2022-11-28,R-170622-s-21D,,6A,2022-11-28,,,1.28,,164.0
DX__R-170622-s-22D__6H__2022-11-29,R-170622-s-22D,,6H,2022-11-29,,,0.099,0.601,165.0
DX__R-170622-s-23D__3A__2022-11-29,R-170622-s-23D,,3A,2022-11-29,,,0.102,0.288,165.0
DX__R-170622-s-24D__4C__2022-11-29,R-170622-s-24D,,4C,2022-11-29,,,,0.089,165.0
DX__R-210622-s-1E__1E__2022-10-26,R-210622-s-1E,,1E,2022-10-26,,,,0.0,127.0
DX__R-210622-s-2E__2A__2022-10-27,R-210622-s-2E,,2A,2022-10-27,,,,0.0,128.0
DX__R-210622-s-3E__2C__2022-10-26,R-210622-s-3E,,2C,2022-10-26,,,,0.094,127.0
DX__R-210622-s-4E__1H__2022-10-27,R-210622-s-4E,,1H,2022-10-27,,,0.071,0.224,128.0
DX__R-210622-s-5E__4A__2022-10-27,R-210622-s-5E,,4A,2022-10-27,,,0.5,,128.0
DX__R-210622-s-6E__1B__2022-10-31,R-210622-s-6E,,1B,2022-10-31,,,,0.184,132.0
DX__R-210622-s-7E__2C__2022-10-27,R-210622-s-7E,,2C,2022-10-27,,,0.101,0.29,128.0
DX__R-210622-s-8E__6G__2022-10-31,R-210622-s-8E,,6G,2022-10-31,,,0.181,0.492,132.0
DX__R-210622-s-10E__2A__2022-10-27,R-210622-s-10E,,2A,2022-10-27,,,,0.079,128.0
DX__R-210622-s-11E__9C__2022-11-21,R-210622-s-11E,,9C,2022-11-21,,,,0.617,153.0
DX__R-210622-s-12E__10D__2022-10-27,R-210622-s-12E,,10D,2022-10-27,,,0.296,,128.0
DX__R-210622-s-13E__3D__2022-11-25,R-210622-s-13E,,3D,2022-11-25,,,,0.0,157.0
DX__R-210622-s-14E__12A__2022-11-25,R-210622-s-14E,,12A,2022-11-25,,,,0.385,157.0
DX__R-210622-s-15E__3G__2022-11-25,R-210622-s-15E,,3G,2022-11-25,,,,0.0,157.0
DX__R-140622-s-9C__1B__2022-11-21,R-140622-s-9C,,1B,2022-11-21,,,0.4,,160.0
DX__R-170622-s-14D__11H__2022-11-25,R-170622-s-14D,,11H,2022-11-25,,,,0.44,161.0
DX__R-170622-s-13D__11A__2022-11-25,R-170622-s-13D,,11A,2022-11-25,,,0.58,,161.0
DX__R-210622-s-9E__1H__2022-11-21,R-210622-s-9E,,1H,2022-11-21,,,,0.071,153.0
DX__R-170622-s-11D__2C__2022-11-21,R-170622-s-11D,,2C,2022-11-21,,,,0.084,157.0
DX__R-140622-s-11C__1F__2022-11-21,R-140622-s-11C,,1F,2022-11-21,,,0.071,0.919,160.0
DX__R-170622-s-12D__1H__2022-10-27,R-170622-s-12D,,1H,2022-10-27,,,0.073,0.796,132.0
DX__R-140622-s-12C__10B__2022-10-27,R-140622-s-12C,,10B,2022-10-27,,,0.419,,135.0
DX__R-140622-s-13C__1D__2022-11-25,R-140622-s-13C,,1D,2022-11-25,,,,0.134,164.0
DX__R-140622-s-14C__1A__2022-11-25,R-140622-s-14C,,1A,2022-11-25,,,0.225,,164.0
DX__R-140622-s-16C__2A__2022-11-25,R-140622-s-16C,,2A,2022-11-25,,,,0.591,164.0
DX__R-140622-s-17C__2G__2022-11-28,R-140622-s-17C,,2G,2022-11-28,,,,0.152,167.0
DX__R-140622-s-18C__3E__2022-11-28,R-140622-s-18C,,3E,2022-11-28,,,0.238,,167.0
DX__R-140622-s-19C__4D__2022-11-28,R-140622-s-19C,,4D,2022-11-28,,,0.095,0.546,167.0
DX__R-140622-s-20C__3D__2022-11-29,R-140622-s-20C,,3D,2022-11-29,,,,0.073,168.0
DX__R-140622-s-21C__2H__2022-11-28,R-140622-s-21C,,2H,2022-11-28,,,3.11,,167.0
DX__R-140622-s-22C__6G__2022-11-29,R-140622-s-22C,,6G,2022-11-29,,,0.156,0.951,168.0
DX__R-140622-s-15C__1A__2022-11-25,R-140622-s-15C,,1A,2022-11-25,,,0.803,,164.0
DX__R-170622-s-7D__3A__2022-10-27,R-170622-s-7D,,3A,2022-10-27,,,,0.0,132.0
DX__R-140622-s-23C__3H__2022-11-29,R-140622-s-23C,,3H,2022-11-29,,,0.076,0.279,168.0
DX__R-170622-s-8D__6F__2022-10-31,R-170622-s-8D,,6F,2022-10-31,,,0.584,,136.0
DX__R-170622-s-6D__2A__2022-10-31,R-170622-s-6D,,2A,2022-10-31,,,0.18,0.432,136.0
DX__R-170622-s-10D__1C__2022-10-27,R-170622-s-10D,,1C,2022-10-27,,,,0.187,132.0
DX__R-170622-s-5D__2G__2022-10-27,R-170622-s-5D,,2G,2022-10-27,,,,0.0,132.0
DX__R-170622-s-9D__1G__2022-11-21,R-170622-s-9D,,1G,2022-11-21,,,,0.053,157.0
DX__R-170622-s-3D__2B__2022-10-26,R-170622-s-3D,,2B,2022-10-26,,,0.0,,131.0
DX__R-170622-s-2D__1H__2022-10-27,R-170622-s-2D,,1H,2022-10-27,,,,0.0,132.0
DX__R-170622-s-1D__1B__2022-10-26,R-170622-s-1D,,1B,2022-10-26,,,0.398,,131.0
DX__R-140622-s-24C__8E__2022-11-29,R-140622-s-24C,,8E,2022-11-29,,,0.075,0.347,168.0
DX__R-170622-s-4D__2E__2022-10-27,R-170622-s-4D,,2E,2022-10-27,,,,0.0,132.0
DX__Ultrapure-water__2F,Ultrapure-water,,2F,,,,,,
DX__Ultrapure-water__4E,Ultrapure-water,,4E,,,,,,
DX__Ultrapure-water__7A,Ultrapure-water,,7A,,,,,,
DX__Ultrapure-water__8C,Ultrapure-water,,8C,,,,,,
DX__Ultrapure-water__8D,Ultrapure-water,,8D,,,,,,
DX__Ultrapure-water__9F,Ultrapure-water,,9F,,,,,,
DX__Ultrapure-water__9H,Ultrapure-water,,9H,,,,,,
DX__DES__4H__2022-11-21,DES,,4H,2022-11-21,,,,,
DX__1xPBS__5A__2022-10-26,1xPBS,,5A,2022-10-26,,,,,
DX__1xPBS__5B__2022-10-26,1xPBS,,5B,2022-10-26,,,,,
DX__T-300523-c-3A-1__2.0__3A__2024-04-03,T-300523-c-3A-1,2.0,3A,2024-04-03,41.081175999147526,,,,
DX__T-300523-c-91A-1__2.0__5D__2024-04-03,T-300523-c-91A-1,2.0,5D,2024-04-03,80.95599726503848,,,,
DX__T-300523-c-98A-1__2.0__5E__2024-04-03,T-300523-c-98A-1,2.0,5E,2024-04-03,26.128079245462235,,,,
DX__T-300523-c-100A-1__2.0__5F__2024-04-03,T-300523-c-100A-1,2.0,5F,2024-04-03,45.47185234684905,,,,
DX__T-300523-c-104A-1__2.0__5G__2024-04-03,T-300523-c-104A-1,2.0,5G,2024-04-03,51.622787723650205,,,,
DX__T-300523-c-107A-1__2.0__5H__2024-04-03,T-300523-c-107A-1,2.0,5H,2024-04-03,69.20264026814279,,,,
DX__T-060623-c-3B-1__2.0__6A__2024-04-03,T-060623-c-3B-1,2.0,6A,2024-04-03,80.49286982496547,,,,
DX__T-060623-c-5B-1__2.0__6B__2024-04-03,T-060623-c-5B-1,2.0,6B,2024-04-03,80.15029209586258,,,,
DX__T-060623-c-9B-1__2.0__6C__2024-04-03,T-060623-c-9B-1,2.0,6C,2024-04-03,82.24808219292628,,,,
DX__T-060623-c-10B-1__2.0__6D__2024-04-03,T-060623-c-10B-1,2.0,6D,2024-04-03,66.99473269053018,,,,
DX__T-060623-c-17B-1__2.0__6E__2024-04-03,T-060623-c-17B-1,2.0,6E,2024-04-03,29.516310628472855,,,,
DX__T-060623-c-18B-1__2.0__6F__2024-04-03,T-060623-c-18B-1,2.0,6F,2024-04-03,78.7082028302362,,,,
DX__T-060623-c-22B-1__2.0__6G__2024-04-03,T-060623-c-22B-1,2.0,6G,2024-04-03,29.528927193783247,,,,
DX__T-060623-c-24B-1__2.0__6H__2024-04-03,T-060623-c-24B-1,2.0,6H,2024-04-03,44.364688776197966,,,,
DX__T-060623-c-25B-1__2.0__7A__2024-04-03,T-060623-c-25B-1,2.0,7A,2024-04-03,60.988977178851606,,,,
DX__T-060623-c-26B-1__2.0__7B__2024-04-03,T-060623-c-26B-1,2.0,7B,2024-04-03,84.67152267417316,,,,
DX__T-060623-c-28B-1__2.0__7C__2024-04-03,T-060623-c-28B-1,2.0,7C,2024-04-03,93.5469294825464,,,,
DX__T-060623-c-35B-1__2.0__7D__2024-04-03,T-060623-c-35B-1,2.0,7D,2024-04-03,94.47739743840708,,,,
DX__T-060623-c-37B-1__2.0__7E__2024-04-03,T-060623-c-37B-1,2.0,7E,2024-04-03,98.4243205164061,,,,
DX__T-060623-c-38B-1__2.0__7F__2024-04-03,T-060623-c-38B-1,2.0,7F,2024-04-03,97.02616042418524,,,,
DX__T-060623-c-41B-1__2.0__7G__2024-04-03,T-060623-c-41B-1,2.0,7G,2024-04-03,84.58707852636599,,,,
DX__T-060623-c-44B-1__2.0__7H__2024-04-03,T-060623-c-44B-1,2.0,7H,2024-04-03,81.82388282233046,,,,
DX__T-060623-c-51B-1__2.0__8A__2024-04-03,T-060623-c-51B-1,2.0,8A,2024-04-03,47.16517893993869,,,,
DX__T-060623-c-53B-1__2.0__8B__2024-04-03,T-060623-c-53B-1,2.0,8B,2024-04-03,50.757341776466966,,,,
DX__T-060623-c-55B-1__2.0__8C__2024-04-03,T-060623-c-55B-1,2.0,8C,2024-04-03,35.44906581611049,,,,
DX__T-060623-c-59B-1__2.0__8D__2024-04-03,T-060623-c-59B-1,2.0,8D,2024-04-03,88.33734324681421,,,,
DX__T-060623-c-61B-1__2.0__8E__2024-04-03,T-060623-c-61B-1,2.0,8E,2024-04-03,85.69424209701707,,,,
DX__T-060623-c-66B-1__2.0__8F__2024-04-03,T-060623-c-66B-1,2.0,8F,2024-04-03,77.03325784181898,,,,
DX__T-300523-c-89A-1__2.0__5C__2024-04-03,T-300523-c-89A-1,2.0,5C,2024-04-03,70.02510264145911,,,,
DX__T-300523-c-88A-1__2.0__5B__2024-04-03,T-300523-c-88A-1,2.0,5B,2024-04-03,86.34002930070876,,,,
DX__T-300523-c-87A-1__2.0__5A__2024-04-03,T-300523-c-87A-1,2.0,5A,2024-04-03,82.34535814466865,,,,
DX__T-270623-c-93__2.0__1A__2024-04-03,T-270623-c-93,2.0,1A,2024-04-03,94.74808487299988,,,,
DX__T-300523-c-61A-1__2.0__4E__2024-04-03,T-300523-c-61A-1,2.0,4E,2024-04-03,96.34045596842743,,,,
DX__T-300523-c-59A-1__2.0__4D__2024-04-03,T-300523-c-59A-1,2.0,4D,2024-04-03,108.29485998330637,,,,
DX__T-300523-c-55A-1__2.0__4C__2024-04-03,T-300523-c-55A-1,2.0,4C,2024-04-03,71.02958351012886,,,,
DX__T-300523-c-53A-1__2.0__4B__2024-04-03,T-300523-c-53A-1,2.0,4B,2024-04-03,75.04328318879875,,,,
DX__T-300523-c-51A-1__2.0__4A__2024-04-03,T-300523-c-51A-1,2.0,4A,2024-04-03,102.29545088593584,,,,
DX__T-300523-c-35A-1__2.0__3H__2024-04-03,T-300523-c-35A-1,2.0,3H,2024-04-03,82.80636296644269,,,,
DX__T-300523-c-28A-1__2.0__3G__2024-04-03,T-300523-c-28A-1,2.0,3G,2024-04-03,85.30170446249409,,,,
DX__T-300523-c-26A-1__2.0__3F__2024-04-03,T-300523-c-26A-1,2.0,3F,2024-04-03,89.3830813599594,,,,
DX__T-300523-c-25A-1__2.0__3E__2024-04-03,T-300523-c-25A-1,2.0,3E,2024-04-03,46.2199062574573,,,,
DX__T-300523-c-10A-1__2.0__3D__2024-04-03,T-300523-c-10A-1,2.0,3D,2024-04-03,89.33020886778468,,,,
DX__T-300523-c-9A-1__2.0__3C__2024-04-03,T-300523-c-9A-1,2.0,3C,2024-04-03,76.88519057789034,,,,
DX__T-300523-c-5A-1__2.0__3B__2024-04-03,T-300523-c-5A-1,2.0,3B,2024-04-03,104.456672965197,,,,
DX__T-300523-c-72A-1__2.0__4H__2024-04-03,T-300523-c-72A-1,2.0,4H,2024-04-03,52.295440165641416,,,,
DX__T-060623-c-72B-1__2.0__8G__2024-04-03,T-060623-c-72B-1,2.0,8G,2024-04-03,33.33956166310317,,,,
DX__T-270623-c-108__2.0__2H__2024-04-03,T-270623-c-108,2.0,2H,2024-04-03,27.482793391410173,,,,
DX__T-270623-c-106__2.0__2F__2024-04-03,T-270623-c-106,2.0,2F,2024-04-03,26.978135530679232,,,,
DX__T-270623-c-105__2.0__2E__2024-04-03,T-270623-c-105,2.0,2E,2024-04-03,34.95488149679324,,,,
DX__T-270623-c-104__2.0__2D__2024-04-03,T-270623-c-104,2.0,2D,2024-04-03,32.74722982231541,,,,
DX__T-270623-c-103__2.0__2C__2024-04-03,T-270623-c-103,2.0,2C,2024-04-03,31.69867782320562,,,,
DX__T-270623-c-102__2.0__2B__2024-04-03,T-270623-c-102,2.0,2B,2024-04-03,38.560448845863824,,,,
DX__T-270623-c-101__2.0__2A__2024-04-03,T-270623-c-101,2.0,2A,2024-04-03,25.88792446737825,,,,
DX__T-270623-c-100__2.0__1H__2024-04-03,T-270623-c-100,2.0,1H,2024-04-03,24.60478026505285,,,,
DX__T-270623-c-99__2.0__1G__2024-04-03,T-270623-c-99,2.0,1G,2024-04-03,57.70062334224047,,,,
DX__T-270623-c-98__2.0__1F__2024-04-03,T-270623-c-98,2.0,1F,2024-04-03,39.02357628593684,,,,
DX__T-270623-c-97__2.0__1E__2024-04-03,T-270623-c-97,2.0,1E,2024-04-03,77.14318518386699,,,,
DX__T-270623-c-96__2.0__1D__2024-04-03,T-270623-c-96,2.0,1D,2024-04-03,37.58980122644456,,,,
DX__T-270623-c-95__2.0__1C__2024-04-03,T-270623-c-95,2.0,1C,2024-04-03,39.985765593043475,,,,
DX__T-270623-c-94__2.0__1B__2024-04-03,T-270623-c-94,2.0,1B,2024-04-03,75.83630624965294,,,,
DX__T-270623-c-107__2.0__2G__2024-04-03,T-270623-c-107,2.0,2G,2024-04-03,25.29259435627955,,,,
DX__T-300523-c-66A-1__2.0__4F__2024-04-03,T-300523-c-66A-1,2.0,4F,2024-04-03,104.94939913821698,,,,
DX__T-060623-c-75B-1__2.0__8H__2024-04-03,T-060623-c-75B-1,2.0,8H,2024-04-03,32.01310731612076,,,,
DX__T-060623-c-81B-1__2.0__9B__2024-04-03,T-060623-c-81B-1,2.0,9B,2024-04-03,81.36625221293679,,,,
DX__T-060623-c-80B-1__2.0__9A__2024-04-03,T-060623-c-80B-1,2.0,9A,2024-04-03,90.20992694976964,,,,
DX__T-130623-c-51C-1__2.0__12D__2024-04-03,T-130623-c-51C-1,2.0,12D,2024-04-03,34.99698009305644,,,,
DX__T-130623-c-44C-1__2.0__12C__2024-04-03,T-130623-c-44C-1,2.0,12C,2024-04-03,26.22145426797434,,,,
DX__T-130623-c-41C-1__2.0__12B__2024-04-03,T-130623-c-41C-1,2.0,12B,2024-04-03,35.17269643921132,,,,
DX__T-130623-c-38C-1__2.0__12G__2024-04-03,T-130623-c-38C-1,2.0,12G,2024-04-03,83.74105471831247,,,,
DX__T-130623-c-37C-1__2.0__11H__2024-04-03,T-130623-c-37C-1,2.0,11H,2024-04-03,83.09193158655468,,,,
DX__T-130623-c-35C-1__2.0__11G__2024-04-03,T-130623-c-35C-1,2.0,11G,2024-04-03,91.39331974454092,,,,
DX__T-130623-c-28C-1__2.0__11F__2024-04-03,T-130623-c-28C-1,2.0,11F,2024-04-03,36.01451336756276,,,,
DX__T-130623-c-26C-1__2.0__11E__2024-04-03,T-130623-c-26C-1,2.0,11E,2024-04-03,50.48013706483044,,,,
DX__T-130623-c-25C-1__2.0__11D__2024-04-03,T-130623-c-25C-1,2.0,11D,2024-04-03,45.08641736550479,,,,
DX__T-130623-c-24C-1__2.0__11C__2024-04-03,T-130623-c-24C-1,2.0,11C,2024-04-03,37.98525144772216,,,,
DX__T-130623-c-22C-1__2.0__11B__2024-04-03,T-130623-c-22C-1,2.0,11B,2024-04-03,35.72251890041511,,,,
DX__T-300523-c-68A-1__2.0__4G__2024-04-03,T-300523-c-68A-1,2.0,4G,2024-04-03,77.38637506322294,,,,
DX__T-130623-c-17C-1__2.0__10H__2024-04-03,T-130623-c-17C-1,2.0,10H,2024-04-03,92.21187338725036,,,,
DX__T-130623-c-18C-1__2.0__11A__2024-04-03,T-130623-c-18C-1,2.0,11A,2024-04-03,90.17609370051916,,,,
DX__T-060623-c-87B-1__2.0__9D__2024-04-03,T-060623-c-87B-1,2.0,9D,2024-04-03,65.48272092221976,,,,
DX__T-060623-c-88B-1__2.0__9E__2024-04-03,T-060623-c-88B-1,2.0,9E,2024-04-03,52.31359264612549,,,,
DX__T-060623-c-89B-1__2.0__9F__2024-04-03,T-060623-c-89B-1,2.0,9F,2024-04-03,38.426675928408905,,,,
DX__T-060623-c-91B-1__2.0__9G__2024-04-03,T-060623-c-91B-1,2.0,9G,2024-04-03,43.297737509240555,,,,
DX__T-060623-c-98B-1__2.0__9H__2024-04-03,T-060623-c-98B-1,2.0,9H,2024-04-03,31.45241372164211,,,,
DX__T-060623-c-82B-1__2.0__9C__2024-04-03,T-060623-c-82B-1,2.0,9C,2024-04-03,81.78495475285327,,,,
DX__T-060623-c-104B-1__2.0__10B__2024-04-03,T-060623-c-104B-1,2.0,10B,2024-04-03,50.63540257171287,,,,
DX__T-060623-c-107B-1__2.0__10C__2024-04-03,T-060623-c-107B-1,2.0,10C,2024-04-03,30.18140239032549,,,,
DX__T-130623-c-3C-1__2.0__10D__2024-04-03,T-130623-c-3C-1,2.0,10D,2024-04-03,49.36023426845033,,,,
DX__T-130623-c-5C-1__2.0__10E__2024-04-03,T-130623-c-5C-1,2.0,10E,2024-04-03,67.6412443675191,,,,
DX__T-130623-c-9C-1__2.0__10F__2024-04-03,T-130623-c-9C-1,2.0,10F,2024-04-03,49.79644395150825,,,,
DX__T-060623-c-100B-1__2.0__10A__2024-04-03,T-060623-c-100B-1,2.0,10A,2024-04-03,73.15486044213496,,,,
DX__T-200623-c-91D-1__3.0__7C__2024-05-16,T-200623-c-91D-1,3.0,7C,2024-05-16,20.510626698315832,,,,
DX__T-200623-c-89D-1__3.0__7B__2024-05-16,T-200623-c-89D-1,3.0,7B,2024-05-16,7.538516111175482,,,,
DX__T-200623-c-88D-1__3.0__7A__2024-05-16,T-200623-c-88D-1,3.0,7A,2024-05-16,10.374642003560636,,,,
DX__T-200623-c-87D-1__3.0__6H__2024-05-16,T-200623-c-87D-1,3.0,6H,2024-05-16,28.520695541327072,,,,
DX__T-200623-c-82D-1__3.0__6G__2024-05-16,T-200623-c-82D-1,3.0,6G,2024-05-16,47.45278553653528,,,,
DX__T-200623-c-81D-1__3.0__6F__2024-05-16,T-200623-c-81D-1,3.0,6F,2024-05-16,28.705411123121443,,,,
DX__T-200623-c-75D-1__3.0__6D__2024-05-16,T-200623-c-75D-1,3.0,6D,2024-05-16,64.85720056579623,,,,
DX__T-200623-c-72D-1__3.0__6C__2024-05-16,T-200623-c-72D-1,3.0,6C,2024-05-16,29.15522583135107,,,,
DX__T-200623-c-68D-1__3.0__6B__2024-05-16,T-200623-c-68D-1,3.0,6B,2024-05-16,21.9311934457816,,,,
DX__T-200623-c-66D-1__3.0__6A__2024-05-16,T-200623-c-66D-1,3.0,6A,2024-05-16,26.940702652541734,,,,
DX__T-200623-c-98D-1__3.0__7D__2024-05-16,T-200623-c-98D-1,3.0,7D,2024-05-16,19.866259297850313,,,,
DX__T-200623-c-61D-1__3.0__5H__2024-05-16,T-200623-c-61D-1,3.0,5H,2024-05-16,25.956132563601265,,,,
DX__T-200623-c-59D-1__3.0__5G__2024-05-16,T-200623-c-59D-1,3.0,5G,2024-05-16,20.743543073658063,,,,
DX__T-200623-c-80D-1__3.0__6E__2024-05-16,T-200623-c-80D-1,3.0,6E,2024-05-16,77.63670702570828,,,,
DX__T-200623-c-100D-1__3.0__7E__2024-05-16,T-200623-c-100D-1,3.0,7E,2024-05-16,27.691172560517085,,,,
DX__T-040723-c-18E-1__3.0__8D__2024-05-16,T-040723-c-18E-1,3.0,8D,2024-05-16,10.323801218712177,,,,
DX__T-200623-c-107D-1__3.0__7G__2024-05-16,T-200623-c-107D-1,3.0,7G,2024-05-16,12.589908989442758,,,,
DX__T-040723-c-5E-1__3.0__7H__2024-05-16,T-040723-c-5E-1,3.0,7H,2024-05-16,62.49927976427811,,,,
DX__T-040723-c-9E-1__3.0__8A__2024-05-16,T-040723-c-9E-1,3.0,8A,2024-05-16,33.12337370773997,,,,
DX__T-040723-c-10E-1__3.0__8B__2024-05-16,T-040723-c-10E-1,3.0,8B,2024-05-16,18.99234884426,,,,
DX__T-040723-c-17E-1__3.0__8C__2024-05-16,T-040723-c-17E-1,3.0,8C,2024-05-16,18.881249210359744,,,,
DX__T-040723-c-22E-1__3.0__8E__2024-05-16,T-040723-c-22E-1,3.0,8E,2024-05-16,45.080386687487675,,,,
DX__T-040723-c-24E-1__3.0__8F__2024-05-16,T-040723-c-24E-1,3.0,8F,2024-05-16,9.213150592856142,,,,
DX__T-040723-c-25E-1__3.0__8G__2024-05-16,T-040723-c-25E-1,3.0,8G,2024-05-16,24.387893921797172,,,,
DX__T-040723-c-26E-1__3.0__8H__2024-05-16,T-040723-c-26E-1,3.0,8H,2024-05-16,34.355034411029465,,,,
DX__T-040723-c-28E-1__3.0__9A__2024-05-16,T-040723-c-28E-1,3.0,9A,2024-05-16,18.348410966188627,,,,
DX__T-040723-c-35E-1__3.0__9B__2024-05-16,T-040723-c-35E-1,3.0,9B,2024-05-16,25.751145620034432,,,,
DX__T-040723-c-37E-1__3.0__9C__2024-05-16,T-040723-c-37E-1,3.0,9C,2024-05-16,43.57594783544808,,,,
DX__T-040723-c-41E-1__3.0__9E__2024-05-16,T-040723-c-41E-1,3.0,9E,2024-05-16,13.192403194557093,,,,
DX__T-040723-c-44E-1__3.0__9F__2024-05-16,T-040723-c-44E-1,3.0,9F,2024-05-16,15.70243778053836,,,,
DX__T-200623-c-104D-1__3.0__7F__2024-05-16,T-200623-c-104D-1,3.0,7F,2024-05-16,11.092195829526124,,,,
DX__T-040723-c-38E-1__3.0__9D__2024-05-16,T-040723-c-38E-1,3.0,9D,2024-05-16,19.370600931162645,,,,
DX__T-110723-c-44F-1__4.0__2E__2024-05-21,T-110723-c-44F-1,4.0,2E,2024-05-21,41.29452722614611,,,,
DX__T-040723-c-51E-1__3.0__9G__2024-05-16,T-040723-c-51E-1,3.0,9G,2024-05-16,50.15582234367113,,,,
